merchant_id,merchant_name,merchant_category,city,state
MER00411,Online Shopping Merchant 411,Online Shopping,Kochi,Kerala
MER00412,Grocery Merchant 412,Grocery,Vadodara,Gujarat
MER00413,Travel Merchant 413,Travel,Mysuru,Karnataka
MER00414,Travel Merchant 414,Travel,Hyderabad,Telangana
MER00415,Restaurant Merchant 415,Restaurant,Thiruvananthapuram,Kerala
MER00416,Utilities Merchant 416,Utilities,Hubballi,Karnataka
MER00417,Electronics Merchant 417,Electronics,Ahmedabad,Gujarat
MER00418,Utilities Merchant 418,Utilities,Vadodara,Gujarat
MER00419,Restaurant Merchant 419,Restaurant,Warangal,Telangana
MER00420,Grocery Merchant 420,Grocery,Vadodara,Gujarat
MER00421,Entertainment Merchant 421,Entertainment,Ahmedabad,Gujarat
MER00422,Jewelry Merchant 422,Jewelry,Nagpur,Maharashtra
MER00423,Fuel Merchant 423,Fuel,Vadodara,Gujarat
MER00424,Restaurant Merchant 424,Restaurant,Surat,Gujarat
MER00425,Healthcare Merchant 425,Healthcare,Ahmedabad,Gujarat
MER00426,Entertainment Merchant 426,Entertainment,Madurai,Tamil Nadu
MER00427,Fuel Merchant 427,Fuel,New Delhi,Delhi
MER00428,Fuel Merchant 428,Fuel,Pune,Maharashtra
MER00429,Clothing Merchant 429,Clothing,Kanpur,Uttar Pradesh
MER00430,Travel Merchant 430,Travel,Nashik,Maharashtra
MER00431,Healthcare Merchant 431,Healthcare,New Delhi,Delhi
MER00432,Clothing Merchant 432,Clothing,Chennai,Tamil Nadu
MER00433,Healthcare Merchant 433,Healthcare,Pune,Maharashtra
MER00434,Online Shopping Merchant 434,Online Shopping,New Delhi,Delhi
MER00435,Travel Merchant 435,Travel,Pune,Maharashtra
MER00436,Jewelry Merchant 436,Jewelry,Hyderabad,Telangana
MER00437,Restaurant Merchant 437,Restaurant,Madurai,Tamil Nadu
MER00438,Entertainment Merchant 438,Entertainment,Madurai,Tamil Nadu
MER00439,Education Merchant 439,Education,Kolkata,West Bengal
MER00440,Education Merchant 440,Education,Noida,Uttar Pradesh
MER00441,Education Merchant 441,Education,Kanpur,Uttar Pradesh
MER00442,Entertainment Merchant 442,Entertainment,New Delhi,Delhi
MER00443,Entertainment Merchant 443,Entertainment,Nashik,Maharashtra
MER00444,Jewelry Merchant 444,Jewelry,Thiruvananthapuram,Kerala
MER00445,Clothing Merchant 445,Clothing,Mangaluru,Karnataka
MER00446,Entertainment Merchant 446,Entertainment,Nagpur,Maharashtra
MER00447,Grocery Merchant 447,Grocery,Kolkata,West Bengal
MER00448,Restaurant Merchant 448,Restaurant,New Delhi,Delhi
MER00449,Entertainment Merchant 449,Entertainment,Nashik,Maharashtra
MER00450,Utilities Merchant 450,Utilities,Noida,Uttar Pradesh
MER00451,Jewelry Merchant 451,Jewelry,Hubballi,Karnataka
MER00452,Jewelry Merchant 452,Jewelry,Warangal,Telangana
MER00453,Grocery Merchant 453,Grocery,Kolkata,West Bengal
MER00454,Healthcare Merchant 454,Healthcare,Kolkata,West Bengal
MER00455,Grocery Merchant 455,Grocery,Pune,Maharashtra
MER00456,Entertainment Merchant 456,Entertainment,Warangal,Telangana
MER00457,Healthcare Merchant 457,Healthcare,Jaipur,Rajasthan
MER00458,Fuel Merchant 458,Fuel,New Delhi,Delhi
MER00459,Education Merchant 459,Education,Surat,Gujarat
MER00460,Education Merchant 460,Education,Lucknow,Uttar Pradesh
MER00461,Healthcare Merchant 461,Healthcare,New Delhi,Delhi
MER00462,Travel Merchant 462,Travel,Nashik,Maharashtra
MER00463,Education Merchant 463,Education,Kozhikode,Kerala
MER00464,Healthcare Merchant 464,Healthcare,Lucknow,Uttar Pradesh
MER00465,Healthcare Merchant 465,Healthcare,Pune,Maharashtra
MER00466,Utilities Merchant 466,Utilities,Kozhikode,Kerala
MER00467,Jewelry Merchant 467,Jewelry,Ahmedabad,Gujarat
MER00468,Clothing Merchant 468,Clothing,Nagpur,Maharashtra
MER00469,Healthcare Merchant 469,Healthcare,Vadodara,Gujarat
MER00470,Utilities Merchant 470,Utilities,Madurai,Tamil Nadu
MER00471,Education Merchant 471,Education,Jaipur,Rajasthan
MER00472,Healthcare Merchant 472,Healthcare,Vadodara,Gujarat
MER00473,Travel Merchant 473,Travel,Mangaluru,Karnataka
MER00474,Healthcare Merchant 474,Healthcare,Chennai,Tamil Nadu
MER00475,Online Shopping Merchant 475,Online Shopping,Kolkata,West Bengal
MER00476,Restaurant Merchant 476,Restaurant,Chennai,Tamil Nadu
MER00477,Clothing Merchant 477,Clothing,Kochi,Kerala
MER00478,Education Merchant 478,Education,Jaipur,Rajasthan
MER00479,Jewelry Merchant 479,Jewelry,New Delhi,Delhi
MER00480,Electronics Merchant 480,Electronics,Ahmedabad,Gujarat
MER00481,Jewelry Merchant 481,Jewelry,Madurai,Tamil Nadu
MER00482,Entertainment Merchant 482,Entertainment,Madurai,Tamil Nadu
MER00483,Healthcare Merchant 483,Healthcare,Hubballi,Karnataka
MER00484,Jewelry Merchant 484,Jewelry,Warangal,Telangana
MER00485,Entertainment Merchant 485,Entertainment,Kozhikode,Kerala
MER00486,Travel Merchant 486,Travel,Hyderabad,Telangana
MER00487,Healthcare Merchant 487,Healthcare,Kolkata,West Bengal
MER00488,Entertainment Merchant 488,Entertainment,Kanpur,Uttar Pradesh
MER00489,Clothing Merchant 489,Clothing,Thiruvananthapuram,Kerala
MER00490,Electronics Merchant 490,Electronics,Udaipur,Rajasthan
MER00491,Travel Merchant 491,Travel,Hyderabad,Telangana
MER00492,Healthcare Merchant 492,Healthcare,Hubballi,Karnataka
MER00493,Utilities Merchant 493,Utilities,Jaipur,Rajasthan
MER00494,Travel Merchant 494,Travel,Jaipur,Rajasthan
MER00495,Travel Merchant 495,Travel,Pune,Maharashtra
MER00496,Fuel Merchant 496,Fuel,Kolkata,West Bengal
MER00497,Entertainment Merchant 497,Entertainment,Pune,Maharashtra
MER00498,Fuel Merchant 498,Fuel,New Delhi,Delhi
MER00499,Clothing Merchant 499,Clothing,Hubballi,Karnataka
MER00500,Fuel Merchant 500,Fuel,New Delhi,Delhi
MER00501,Online Shopping Merchant 501,Online Shopping,Nagpur,Maharashtra
MER00502,Restaurant Merchant 502,Restaurant,Mangaluru,Karnataka
MER00503,Electronics Merchant 503,Electronics,New Delhi,Delhi
MER00504,Entertainment Merchant 504,Entertainment,Mangaluru,Karnataka
MER00505,Entertainment Merchant 505,Entertainment,Madurai,Tamil Nadu
MER00506,Restaurant Merchant 506,Restaurant,Kolkata,West Bengal
MER00507,Online Shopping Merchant 507,Online Shopping,Mangaluru,Karnataka
MER00508,Utilities Merchant 508,Utilities,Madurai,Tamil Nadu
MER00509,Fuel Merchant 509,Fuel,Noida,Uttar Pradesh
MER00510,Online Shopping Merchant 510,Online Shopping,Nagpur,Maharashtra
MER00511,Grocery Merchant 511,Grocery,Kochi,Kerala
MER00512,Education Merchant 512,Education,Warangal,Telangana
MER00513,Restaurant Merchant 513,Restaurant,Kanpur,Uttar Pradesh
MER00514,Jewelry Merchant 514,Jewelry,Nashik,Maharashtra
MER00515,Education Merchant 515,Education,Jaipur,Rajasthan
MER00516,Utilities Merchant 516,Utilities,Jaipur,Rajasthan
MER00517,Fuel Merchant 517,Fuel,Coimbatore,Tamil Nadu
MER00518,Online Shopping Merchant 518,Online Shopping,Mangaluru,Karnataka
MER00519,Electronics Merchant 519,Electronics,Kanpur,Uttar Pradesh
MER00520,Restaurant Merchant 520,Restaurant,Nagpur,Maharashtra
MER00521,Fuel Merchant 521,Fuel,Jaipur,Rajasthan
MER00522,Education Merchant 522,Education,Kolkata,West Bengal
MER00523,Travel Merchant 523,Travel,Surat,Gujarat
MER00524,Restaurant Merchant 524,Restaurant,Mangaluru,Karnataka
MER00525,Utilities Merchant 525,Utilities,New Delhi,Delhi
MER00526,Electronics Merchant 526,Electronics,Nagpur,Maharashtra
MER00527,Clothing Merchant 527,Clothing,Mangaluru,Karnataka
MER00528,Education Merchant 528,Education,New Delhi,Delhi
MER00529,Education Merchant 529,Education,Kolkata,West Bengal
MER00530,Restaurant Merchant 530,Restaurant,Chennai,Tamil Nadu
MER00531,Travel Merchant 531,Travel,Kolkata,West Bengal
MER00532,Online Shopping Merchant 532,Online Shopping,Hyderabad,Telangana
MER00533,Travel Merchant 533,Travel,Mangaluru,Karnataka
MER00534,Clothing Merchant 534,Clothing,Udaipur,Rajasthan
MER00535,Grocery Merchant 535,Grocery,Kolkata,West Bengal
MER00536,Healthcare Merchant 536,Healthcare,Warangal,Telangana
MER00537,Travel Merchant 537,Travel,Mangaluru,Karnataka
MER00538,Fuel Merchant 538,Fuel,Nagpur,Maharashtra
MER00539,Entertainment Merchant 539,Entertainment,Vadodara,Gujarat
MER00540,Electronics Merchant 540,Electronics,Surat,Gujarat
MER00541,Healthcare Merchant 541,Healthcare,Kolkata,West Bengal
MER00542,Restaurant Merchant 542,Restaurant,Udaipur,Rajasthan
MER00543,Fuel Merchant 543,Fuel,Ahmedabad,Gujarat
MER00544,Clothing Merchant 544,Clothing,Lucknow,Uttar Pradesh
MER00545,Restaurant Merchant 545,Restaurant,Thiruvananthapuram,Kerala
MER00546,Education Merchant 546,Education,Nagpur,Maharashtra
MER00547,Entertainment Merchant 547,Entertainment,Thiruvananthapuram,Kerala
MER00548,Fuel Merchant 548,Fuel,Noida,Uttar Pradesh
MER00549,Entertainment Merchant 549,Entertainment,Madurai,Tamil Nadu
MER00550,Grocery Merchant 550,Grocery,New Delhi,Delhi
MER00551,Travel Merchant 551,Travel,New Delhi,Delhi
MER00552,Education Merchant 552,Education,Bengaluru,Karnataka
MER00553,Clothing Merchant 553,Clothing,Surat,Gujarat
MER00554,Electronics Merchant 554,Electronics,Chennai,Tamil Nadu
MER00555,Entertainment Merchant 555,Entertainment,Noida,Uttar Pradesh
MER00556,Restaurant Merchant 556,Restaurant,Mysuru,Karnataka
MER00557,Healthcare Merchant 557,Healthcare,Warangal,Telangana
MER00558,Grocery Merchant 558,Grocery,Vadodara,Gujarat
MER00559,Education Merchant 559,Education,Lucknow,Uttar Pradesh
MER00560,Healthcare Merchant 560,Healthcare,Kolkata,West Bengal
MER00561,Jewelry Merchant 561,Jewelry,Kolkata,West Bengal
MER00562,Healthcare Merchant 562,Healthcare,Madurai,Tamil Nadu
MER00563,Education Merchant 563,Education,Surat,Gujarat
MER00564,Restaurant Merchant 564,Restaurant,Kochi,Kerala
MER00565,Entertainment Merchant 565,Entertainment,Mysuru,Karnataka
MER00566,Clothing Merchant 566,Clothing,Udaipur,Rajasthan
MER00567,Travel Merchant 567,Travel,Nagpur,Maharashtra
MER00568,Jewelry Merchant 568,Jewelry,Kolkata,West Bengal
MER00569,Entertainment Merchant 569,Entertainment,Kozhikode,Kerala
MER00570,Electronics Merchant 570,Electronics,Hyderabad,Telangana
MER00571,Electronics Merchant 571,Electronics,Nashik,Maharashtra
MER00572,Education Merchant 572,Education,Kolkata,West Bengal
MER00573,Utilities Merchant 573,Utilities,New Delhi,Delhi
MER00574,Travel Merchant 574,Travel,Nagpur,Maharashtra
MER00575,Utilities Merchant 575,Utilities,Madurai,Tamil Nadu
MER00576,Clothing Merchant 576,Clothing,Coimbatore,Tamil Nadu
MER00577,Online Shopping Merchant 577,Online Shopping,Hyderabad,Telangana
MER00578,Entertainment Merchant 578,Entertainment,Chennai,Tamil Nadu
MER00579,Clothing Merchant 579,Clothing,Mangaluru,Karnataka
MER00580,Entertainment Merchant 580,Entertainment,Kanpur,Uttar Pradesh
MER00581,Jewelry Merchant 581,Jewelry,Jaipur,Rajasthan
MER00582,Travel Merchant 582,Travel,Mumbai,Maharashtra
MER00583,Utilities Merchant 583,Utilities,Vadodara,Gujarat
MER00584,Fuel Merchant 584,Fuel,Kolkata,West Bengal
MER00585,Electronics Merchant 585,Electronics,Lucknow,Uttar Pradesh
MER00586,Entertainment Merchant 586,Entertainment,New Delhi,Delhi
MER00587,Electronics Merchant 587,Electronics,Kolkata,West Bengal
MER00588,Electronics Merchant 588,Electronics,Jaipur,Rajasthan
MER00589,Grocery Merchant 589,Grocery,Vadodara,Gujarat
MER00590,Travel Merchant 590,Travel,Pune,Maharashtra
MER00591,Healthcare Merchant 591,Healthcare,Chennai,Tamil Nadu
MER00592,Clothing Merchant 592,Clothing,Warangal,Telangana
MER00593,Travel Merchant 593,Travel,Kochi,Kerala
MER00594,Electronics Merchant 594,Electronics,Warangal,Telangana
MER00595,Clothing Merchant 595,Clothing,Kozhikode,Kerala
MER00596,Jewelry Merchant 596,Jewelry,Pune,Maharashtra
MER00597,Electronics Merchant 597,Electronics,Lucknow,Uttar Pradesh
MER00598,Jewelry Merchant 598,Jewelry,Noida,Uttar Pradesh
MER00599,Grocery Merchant 599,Grocery,New Delhi,Delhi
MER00600,Education Merchant 600,Education,Mumbai,Maharashtra
MER00601,Education Merchant 601,Education,Kanpur,Uttar Pradesh
MER00602,Jewelry Merchant 602,Jewelry,Warangal,Telangana
MER00603,Education Merchant 603,Education,Hubballi,Karnataka
MER00604,Education Merchant 604,Education,Udaipur,Rajasthan
MER00605,Online Shopping Merchant 605,Online Shopping,Thiruvananthapuram,Kerala
MER00606,Entertainment Merchant 606,Entertainment,Surat,Gujarat
MER00607,Electronics Merchant 607,Electronics,Mumbai,Maharashtra
MER00608,Entertainment Merchant 608,Entertainment,Kolkata,West Bengal
MER00609,Healthcare Merchant 609,Healthcare,Kolkata,West Bengal
MER00610,Healthcare Merchant 610,Healthcare,Lucknow,Uttar Pradesh
MER00611,Fuel Merchant 611,Fuel,New Delhi,Delhi
MER00612,Clothing Merchant 612,Clothing,Coimbatore,Tamil Nadu
MER00613,Healthcare Merchant 613,Healthcare,Jaipur,Rajasthan
MER00614,Restaurant Merchant 614,Restaurant,Warangal,Telangana
MER00615,Online Shopping Merchant 615,Online Shopping,Thiruvananthapuram,Kerala
MER00616,Grocery Merchant 616,Grocery,Chennai,Tamil Nadu
MER00617,Jewelry Merchant 617,Jewelry,Thiruvananthapuram,Kerala
MER00618,Electronics Merchant 618,Electronics,Ahmedabad,Gujarat
MER00619,Online Shopping Merchant 619,Online Shopping,New Delhi,Delhi
MER00620,Clothing Merchant 620,Clothing,Coimbatore,Tamil Nadu
MER00621,Travel Merchant 621,Travel,Kolkata,West Bengal
MER00622,Restaurant Merchant 622,Restaurant,Kolkata,West Bengal
MER00623,Entertainment Merchant 623,Entertainment,Vadodara,Gujarat
MER00624,Jewelry Merchant 624,Jewelry,Hyderabad,Telangana
MER00625,Grocery Merchant 625,Grocery,New Delhi,Delhi
MER00626,Jewelry Merchant 626,Jewelry,Thiruvananthapuram,Kerala
MER00627,Clothing Merchant 627,Clothing,Kolkata,West Bengal
MER00628,Fuel Merchant 628,Fuel,Bengaluru,Karnataka
MER00629,Utilities Merchant 629,Utilities,Coimbatore,Tamil Nadu
MER00630,Healthcare Merchant 630,Healthcare,New Delhi,Delhi
MER00631,Grocery Merchant 631,Grocery,Hubballi,Karnataka
MER00632,Online Shopping Merchant 632,Online Shopping,Noida,Uttar Pradesh
MER00633,Restaurant Merchant 633,Restaurant,New Delhi,Delhi
MER00634,Entertainment Merchant 634,Entertainment,Vadodara,Gujarat
MER00635,Jewelry Merchant 635,Jewelry,Udaipur,Rajasthan
MER00636,Electronics Merchant 636,Electronics,Lucknow,Uttar Pradesh
MER00637,Healthcare Merchant 637,Healthcare,Nashik,Maharashtra
MER00638,Electronics Merchant 638,Electronics,New Delhi,Delhi
MER00639,Clothing Merchant 639,Clothing,Warangal,Telangana
MER00640,Grocery Merchant 640,Grocery,Bengaluru,Karnataka
MER00641,Healthcare Merchant 641,Healthcare,Madurai,Tamil Nadu
MER00642,Electronics Merchant 642,Electronics,Kolkata,West Bengal
MER00643,Electronics Merchant 643,Electronics,Noida,Uttar Pradesh
MER00644,Electronics Merchant 644,Electronics,New Delhi,Delhi
MER00645,Utilities Merchant 645,Utilities,Vadodara,Gujarat
MER00646,Healthcare Merchant 646,Healthcare,Kozhikode,Kerala
MER00647,Utilities Merchant 647,Utilities,Udaipur,Rajasthan
MER00648,Entertainment Merchant 648,Entertainment,Kanpur,Uttar Pradesh
MER00649,Healthcare Merchant 649,Healthcare,Mangaluru,Karnataka
MER00650,Jewelry Merchant 650,Jewelry,Nashik,Maharashtra
MER00651,Utilities Merchant 651,Utilities,Kozhikode,Kerala
MER00652,Travel Merchant 652,Travel,Hubballi,Karnataka
MER00653,Online Shopping Merchant 653,Online Shopping,Noida,Uttar Pradesh
MER00654,Electronics Merchant 654,Electronics,Hubballi,Karnataka
MER00655,Electronics Merchant 655,Electronics,Udaipur,Rajasthan
MER00656,Jewelry Merchant 656,Jewelry,Hyderabad,Telangana
MER00657,Grocery Merchant 657,Grocery,Pune,Maharashtra
MER00658,Fuel Merchant 658,Fuel,Kolkata,West Bengal
MER00659,Utilities Merchant 659,Utilities,Coimbatore,Tamil Nadu
MER00660,Clothing Merchant 660,Clothing,Warangal,Telangana
MER00661,Utilities Merchant 661,Utilities,Kanpur,Uttar Pradesh
MER00662,Clothing Merchant 662,Clothing,Mysuru,Karnataka
MER00663,Education Merchant 663,Education,Warangal,Telangana
MER00664,Healthcare Merchant 664,Healthcare,Kolkata,West Bengal
MER00665,Clothing Merchant 665,Clothing,Coimbatore,Tamil Nadu
MER00666,Education Merchant 666,Education,New Delhi,Delhi
MER00667,Entertainment Merchant 667,Entertainment,Kozhikode,Kerala
MER00668,Travel Merchant 668,Travel,Hyderabad,Telangana
MER00669,Online Shopping Merchant 669,Online Shopping,Udaipur,Rajasthan
MER00670,Utilities Merchant 670,Utilities,Thiruvananthapuram,Kerala
MER00671,Healthcare Merchant 671,Healthcare,Warangal,Telangana
MER00672,Clothing Merchant 672,Clothing,Kolkata,West Bengal
MER00673,Restaurant Merchant 673,Restaurant,Thiruvananthapuram,Kerala
MER00674,Clothing Merchant 674,Clothing,Noida,Uttar Pradesh
MER00675,Healthcare Merchant 675,Healthcare,Surat,Gujarat
MER00676,Grocery Merchant 676,Grocery,Coimbatore,Tamil Nadu
MER00677,Restaurant Merchant 677,Restaurant,Kozhikode,Kerala
MER00678,Education Merchant 678,Education,New Delhi,Delhi
MER00679,Entertainment Merchant 679,Entertainment,Kozhikode,Kerala
MER00680,Clothing Merchant 680,Clothing,Hyderabad,Telangana
MER00681,Utilities Merchant 681,Utilities,Kozhikode,Kerala
MER00682,Restaurant Merchant 682,Restaurant,Kochi,Kerala
MER00683,Jewelry Merchant 683,Jewelry,Noida,Uttar Pradesh
MER00684,Grocery Merchant 684,Grocery,Hyderabad,Telangana
MER00685,Education Merchant 685,Education,Jaipur,Rajasthan
MER00686,Restaurant Merchant 686,Restaurant,Hyderabad,Telangana
MER00687,Utilities Merchant 687,Utilities,Surat,Gujarat
MER00688,Education Merchant 688,Education,Kolkata,West Bengal
MER00689,Clothing Merchant 689,Clothing,Chennai,Tamil Nadu
MER00690,Education Merchant 690,Education,Coimbatore,Tamil Nadu
MER00691,Education Merchant 691,Education,Kolkata,West Bengal
MER00692,Healthcare Merchant 692,Healthcare,Warangal,Telangana
MER00693,Grocery Merchant 693,Grocery,Kozhikode,Kerala
MER00694,Clothing Merchant 694,Clothing,Pune,Maharashtra
MER00695,Fuel Merchant 695,Fuel,Mysuru,Karnataka
MER00696,Fuel Merchant 696,Fuel,Chennai,Tamil Nadu
MER00697,Utilities Merchant 697,Utilities,Kolkata,West Bengal
MER00698,Grocery Merchant 698,Grocery,Kochi,Kerala
MER00699,Jewelry Merchant 699,Jewelry,Kozhikode,Kerala
MER00700,Travel Merchant 700,Travel,Nagpur,Maharashtra
MER00701,Electronics Merchant 701,Electronics,Kolkata,West Bengal
MER00702,Travel Merchant 702,Travel,Udaipur,Rajasthan
MER00703,Healthcare Merchant 703,Healthcare,Hyderabad,Telangana
MER00704,Entertainment Merchant 704,Entertainment,Madurai,Tamil Nadu
MER00705,Electronics Merchant 705,Electronics,Kozhikode,Kerala
MER00706,Travel Merchant 706,Travel,Mangaluru,Karnataka
MER00707,Online Shopping Merchant 707,Online Shopping,Noida,Uttar Pradesh
MER00708,Education Merchant 708,Education,Madurai,Tamil Nadu
MER00709,Clothing Merchant 709,Clothing,Surat,Gujarat
MER00710,Fuel Merchant 710,Fuel,New Delhi,Delhi
MER00711,Electronics Merchant 711,Electronics,Pune,Maharashtra
MER00712,Online Shopping Merchant 712,Online Shopping,Kolkata,West Bengal
MER00713,Fuel Merchant 713,Fuel,Mangaluru,Karnataka
MER00714,Travel Merchant 714,Travel,Warangal,Telangana
MER00715,Jewelry Merchant 715,Jewelry,New Delhi,Delhi
MER00716,Travel Merchant 716,Travel,Lucknow,Uttar Pradesh
MER00717,Grocery Merchant 717,Grocery,New Delhi,Delhi
MER00718,Travel Merchant 718,Travel,Nashik,Maharashtra
MER00719,Education Merchant 719,Education,Coimbatore,Tamil Nadu
MER00720,Utilities Merchant 720,Utilities,Udaipur,Rajasthan
MER00721,Healthcare Merchant 721,Healthcare,Nagpur,Maharashtra
MER00722,Online Shopping Merchant 722,Online Shopping,Lucknow,Uttar Pradesh
MER00723,Electronics Merchant 723,Electronics,Coimbatore,Tamil Nadu
MER00724,Fuel Merchant 724,Fuel,Kolkata,West Bengal
MER00725,Clothing Merchant 725,Clothing,Udaipur,Rajasthan
MER00726,Education Merchant 726,Education,Hyderabad,Telangana
MER00727,Clothing Merchant 727,Clothing,Lucknow,Uttar Pradesh
MER00728,Restaurant Merchant 728,Restaurant,Kolkata,West Bengal
MER00729,Grocery Merchant 729,Grocery,Lucknow,Uttar Pradesh
MER00730,Jewelry Merchant 730,Jewelry,Jaipur,Rajasthan
MER00731,Electronics Merchant 731,Electronics,Jaipur,Rajasthan
MER00732,Restaurant Merchant 732,Restaurant,New Delhi,Delhi
MER00733,Restaurant Merchant 733,Restaurant,Warangal,Telangana
MER00734,Grocery Merchant 734,Grocery,Udaipur,Rajasthan
MER00735,Clothing Merchant 735,Clothing,Kolkata,West Bengal
MER00736,Jewelry Merchant 736,Jewelry,Surat,Gujarat
MER00737,Education Merchant 737,Education,Hubballi,Karnataka
MER00738,Grocery Merchant 738,Grocery,Kozhikode,Kerala
MER00739,Grocery Merchant 739,Grocery,Surat,Gujarat
MER00740,Grocery Merchant 740,Grocery,Hyderabad,Telangana
MER00741,Utilities Merchant 741,Utilities,Surat,Gujarat
MER00742,Restaurant Merchant 742,Restaurant,Mumbai,Maharashtra
MER00743,Travel Merchant 743,Travel,Kolkata,West Bengal
MER00744,Electronics Merchant 744,Electronics,Ahmedabad,Gujarat
MER00745,Fuel Merchant 745,Fuel,Surat,Gujarat
MER00746,Fuel Merchant 746,Fuel,Kolkata,West Bengal
MER00747,Education Merchant 747,Education,Pune,Maharashtra
MER00748,Electronics Merchant 748,Electronics,New Delhi,Delhi
MER00749,Clothing Merchant 749,Clothing,Udaipur,Rajasthan
MER00750,Online Shopping Merchant 750,Online Shopping,Madurai,Tamil Nadu
MER00751,Travel Merchant 751,Travel,Bengaluru,Karnataka
MER00752,Clothing Merchant 752,Clothing,Kolkata,West Bengal
MER00753,Online Shopping Merchant 753,Online Shopping,Ahmedabad,Gujarat
MER00754,Electronics Merchant 754,Electronics,Kolkata,West Bengal
MER00755,Utilities Merchant 755,Utilities,Kochi,Kerala
MER00756,Education Merchant 756,Education,Mumbai,Maharashtra
MER00757,Grocery Merchant 757,Grocery,Vadodara,Gujarat
MER00758,Restaurant Merchant 758,Restaurant,Hyderabad,Telangana
MER00759,Entertainment Merchant 759,Entertainment,Mumbai,Maharashtra
MER00760,Utilities Merchant 760,Utilities,Noida,Uttar Pradesh
MER00761,Utilities Merchant 761,Utilities,Mysuru,Karnataka
MER00762,Entertainment Merchant 762,Entertainment,Hubballi,Karnataka
MER00763,Grocery Merchant 763,Grocery,Hyderabad,Telangana
MER00764,Travel Merchant 764,Travel,Madurai,Tamil Nadu
MER00765,Jewelry Merchant 765,Jewelry,Warangal,Telangana
MER00766,Healthcare Merchant 766,Healthcare,Noida,Uttar Pradesh
MER00767,Electronics Merchant 767,Electronics,Warangal,Telangana
MER00768,Fuel Merchant 768,Fuel,Jaipur,Rajasthan
MER00769,Grocery Merchant 769,Grocery,Thiruvananthapuram,Kerala
MER00770,Education Merchant 770,Education,Jaipur,Rajasthan
MER00771,Entertainment Merchant 771,Entertainment,Vadodara,Gujarat
MER00772,Education Merchant 772,Education,Mangaluru,Karnataka
MER00773,Healthcare Merchant 773,Healthcare,Vadodara,Gujarat
MER00774,Electronics Merchant 774,Electronics,Surat,Gujarat
MER00775,Electronics Merchant 775,Electronics,Thiruvananthapuram,Kerala
MER00776,Online Shopping Merchant 776,Online Shopping,Udaipur,Rajasthan
MER00777,Utilities Merchant 777,Utilities,Warangal,Telangana
MER00778,Grocery Merchant 778,Grocery,Coimbatore,Tamil Nadu
MER00779,Fuel Merchant 779,Fuel,Udaipur,Rajasthan
MER00780,Fuel Merchant 780,Fuel,Jaipur,Rajasthan
MER00781,Online Shopping Merchant 781,Online Shopping,Warangal,Telangana
MER00782,Entertainment Merchant 782,Entertainment,New Delhi,Delhi
MER00783,Clothing Merchant 783,Clothing,New Delhi,Delhi
MER00784,Travel Merchant 784,Travel,Hyderabad,Telangana
MER00785,Jewelry Merchant 785,Jewelry,Vadodara,Gujarat
MER00786,Restaurant Merchant 786,Restaurant,Lucknow,Uttar Pradesh
MER00787,Entertainment Merchant 787,Entertainment,Hyderabad,Telangana
MER00788,Travel Merchant 788,Travel,Warangal,Telangana
MER00789,Online Shopping Merchant 789,Online Shopping,Mysuru,Karnataka
MER00790,Online Shopping Merchant 790,Online Shopping,Nashik,Maharashtra
MER00791,Online Shopping Merchant 791,Online Shopping,Noida,Uttar Pradesh
MER00792,Clothing Merchant 792,Clothing,Ahmedabad,Gujarat
MER00793,Fuel Merchant 793,Fuel,New Delhi,Delhi
MER00794,Travel Merchant 794,Travel,Kolkata,West Bengal
MER00795,Clothing Merchant 795,Clothing,Thiruvananthapuram,Kerala
MER00796,Restaurant Merchant 796,Restaurant,Kolkata,West Bengal
MER00797,Online Shopping Merchant 797,Online Shopping,Kolkata,West Bengal
MER00798,Fuel Merchant 798,Fuel,New Delhi,Delhi
MER00799,Utilities Merchant 799,Utilities,Mysuru,Karnataka
MER00800,Travel Merchant 800,Travel,Chennai,Tamil Nadu
MER00801,Travel Merchant 801,Travel,Udaipur,Rajasthan
MER00802,Healthcare Merchant 802,Healthcare,Chennai,Tamil Nadu
MER00803,Jewelry Merchant 803,Jewelry,Warangal,Telangana
MER00804,Clothing Merchant 804,Clothing,Warangal,Telangana
MER00805,Entertainment Merchant 805,Entertainment,New Delhi,Delhi
MER00806,Electronics Merchant 806,Electronics,Kolkata,West Bengal
MER00807,Electronics Merchant 807,Electronics,New Delhi,Delhi
MER00808,Electronics Merchant 808,Electronics,Udaipur,Rajasthan
MER00809,Clothing Merchant 809,Clothing,Jaipur,Rajasthan
MER00810,Education Merchant 810,Education,Bengaluru,Karnataka
MER00811,Fuel Merchant 811,Fuel,Bengaluru,Karnataka
MER00812,Online Shopping Merchant 812,Online Shopping,Madurai,Tamil Nadu
MER00813,Grocery Merchant 813,Grocery,Pune,Maharashtra
MER00814,Healthcare Merchant 814,Healthcare,Warangal,Telangana
MER00815,Education Merchant 815,Education,Hubballi,Karnataka
MER00816,Grocery Merchant 816,Grocery,Kolkata,West Bengal
MER00817,Grocery Merchant 817,Grocery,Udaipur,Rajasthan
MER00818,Clothing Merchant 818,Clothing,Mangaluru,Karnataka
MER00819,Clothing Merchant 819,Clothing,Kochi,Kerala
MER00820,Restaurant Merchant 820,Restaurant,Ahmedabad,Gujarat
MER00821,Online Shopping Merchant 821,Online Shopping,Pune,Maharashtra
MER00822,Healthcare Merchant 822,Healthcare,Warangal,Telangana
