account_id,customer_id,account_type,account_open_date,branch_id,current_balance,account_status
ACC001421,CUST00148,Salary,2022-12-01,BR0033,23724.42,Active
ACC001422,CUST03951,Savings,2026-01-11,BR0043,7236.81,Active
ACC001423,CUST01379,Current,2020-11-28,BR0020,17530.74,Active
ACC001424,CUST02613,Salary,2024-12-14,BR0024,3652.12,Active
ACC001425,CUST04798,Current,2022-05-21,BR0011,113082.71,Active
ACC001426,CUST01415,Savings,2020-05-04,BR0023,15300.62,Active
ACC001427,CUST00871,Salary,2024-02-25,BR0012,12250.68,Active
ACC001428,CUST03324,Savings,2023-10-29,BR0049,148260.83,Active
ACC001429,CUST02457,Current,2023-08-02,BR0012,4960.71,Active
ACC001430,CUST01546,Salary,2024-10-10,BR0049,5706.13,Active
ACC001431,CUST01477,Salary,2025-11-03,BR0001,5910.79,Active
ACC001432,CUST01389,Savings,2021-11-29,BR0016,20303.62,Active
ACC001433,CUST00715,Current,2020-03-20,BR0037,36973.55,Active
ACC001434,CUST04867,Savings,2023-06-22,BR0001,53509.29,Active
ACC001435,CUST03421,Current,2022-12-18,BR0011,482335.1,Active
ACC001436,CUST03633,Savings,2026-04-06,BR0009,1481.31,Active
ACC001437,CUST00003,Current,2021-04-17,BR0022,45728.76,Active
ACC001438,CUST00432,Salary,2026-05-19,BR0024,11287.41,Active
ACC001439,CUST01517,Savings,2026-03-14,BR0031,10897.64,Active
ACC001440,CUST00323,Savings,2021-12-31,BR0046,10470.04,Active
ACC001441,CUST00614,Savings,2025-09-14,BR0048,7401.78,Active
ACC001442,CUST04710,Savings,2020-11-12,BR0016,166280.23,Active
ACC001443,CUST01645,Salary,2022-09-29,BR0040,60521.67,Active
ACC001444,CUST01314,Current,2026-04-07,BR0030,22648.19,Active
ACC001445,CUST04849,Savings,2020-02-25,BR0025,111437.47,Active
ACC001446,CUST00384,Current,2023-09-05,BR0002,3586.62,Active
ACC001447,CUST01177,Current,2021-09-30,BR0032,4461.11,Active
ACC001448,CUST02625,Current,2021-07-19,BR0018,1613.95,Active
ACC001449,CUST03425,Savings,2025-01-12,BR0031,9515.74,Inactive
ACC001450,CUST01064,Current,2019-09-04,BR0019,26743.27,Active
ACC001451,CUST04307,Salary,2022-06-07,BR0023,24920.11,Active
ACC001452,CUST04690,Current,2022-09-05,BR0015,26349.65,Active
ACC001453,CUST01638,Current,2024-12-05,BR0028,4051.05,Active
ACC001454,CUST03487,Salary,2023-10-03,BR0010,57744.63,Active
ACC001455,CUST00912,Savings,2024-06-05,BR0013,29364.83,Active
ACC001456,CUST00940,Savings,2020-11-21,BR0042,53085.82,Active
ACC001457,CUST02122,Current,2026-04-25,BR0046,2272.61,Active
ACC001458,CUST03566,Current,2021-12-20,BR0009,32009.53,Active
ACC001459,CUST00813,Current,2022-05-16,BR0023,5295.87,Active
ACC001460,CUST02357,Savings,2023-10-09,BR0048,13673.46,Active
ACC001461,CUST01464,Current,2022-04-28,BR0031,41824.51,Active
ACC001462,CUST03182,Salary,2024-10-16,BR0024,24570.76,Active
ACC001463,CUST03443,Savings,2024-03-18,BR0028,7927.97,Active
ACC001464,CUST01708,Current,2021-05-08,BR0039,22192.9,Active
ACC001465,CUST00369,Current,2026-07-18,BR0028,3505.74,Active
ACC001466,CUST03878,Current,2025-02-21,BR0022,87581.13,Active
ACC001467,CUST04510,Current,2021-04-01,BR0002,17217.11,Blocked
ACC001468,CUST04051,Salary,2024-09-24,BR0040,84310.35,Active
ACC001469,CUST01413,Current,2024-10-17,BR0045,11709.57,Active
ACC001470,CUST01382,Current,2020-09-02,BR0036,11751.18,Active
ACC001471,CUST02521,Current,2022-03-01,BR0050,8804.13,Active
ACC001472,CUST04065,Savings,2025-11-20,BR0015,63032.69,Active
ACC001473,CUST03510,Current,2020-03-01,BR0013,9402.05,Active
ACC001474,CUST03185,Salary,2025-11-27,BR0017,47739.5,Active
ACC001475,CUST00089,Savings,2021-04-22,BR0023,13919.65,Active
ACC001476,CUST04392,Current,2024-02-07,BR0048,2056.67,Active
ACC001477,CUST01121,Current,2026-06-11,BR0036,11110.25,Active
ACC001478,CUST02301,Salary,2023-12-09,BR0030,5351.17,Active
ACC001479,CUST04225,Current,2022-01-19,BR0047,22941.05,Active
ACC001480,CUST00518,Salary,2021-10-05,BR0001,5279.1,Inactive
ACC001481,CUST00027,Salary,2026-05-17,BR0022,66914.44,Active
ACC001482,CUST02763,Salary,2022-11-06,BR0021,19746.05,Active
ACC001483,CUST02195,Savings,2023-04-01,BR0006,17798.77,Active
ACC001484,CUST02282,Savings,2025-08-10,BR0021,48391.07,Active
ACC001485,CUST04944,Savings,2026-08-12,BR0003,70030.65,Active
ACC001486,CUST01806,Current,2019-09-28,BR0035,21501.58,Active
ACC001487,CUST03501,Savings,2022-03-09,BR0020,8730.34,Active
ACC001488,CUST03364,Salary,2021-11-13,BR0007,2620.8,Active
ACC001489,CUST03733,Salary,2021-05-21,BR0034,9669.58,Active
ACC001490,CUST01739,Current,2020-11-15,BR0004,10502.26,Active
ACC001491,CUST03074,Savings,2022-03-02,BR0035,25045.99,Active
ACC001492,CUST02879,Current,2019-11-12,BR0017,14556.95,Active
ACC001493,CUST03829,Savings,2019-11-23,BR0044,50287.89,Active
ACC001494,CUST01916,Current,2025-03-11,BR0036,10555.69,Active
ACC001495,CUST00551,Current,2025-02-15,BR0043,20569.21,Active
ACC001496,CUST00714,Salary,2026-02-18,BR0024,91197.7,Active
ACC001497,CUST04989,Salary,2023-03-27,BR0003,33196.19,Active
ACC001498,CUST01222,Current,2020-04-26,BR0031,20495.38,Active
ACC001499,CUST01368,Salary,2022-10-14,BR0008,10696.44,Active
ACC001500,CUST04236,Current,2023-08-09,BR0022,10302.3,Active
ACC001501,CUST03723,Salary,2026-04-01,BR0036,7936.79,Active
ACC001502,CUST02377,Savings,2020-11-26,BR0024,11507.93,Active
ACC001503,CUST03510,Savings,2023-06-13,BR0022,54545.96,Active
ACC001504,CUST01867,Salary,2024-12-21,BR0016,16877.46,Active
ACC001505,CUST03481,Salary,2022-11-24,BR0033,4360.2,Active
ACC001506,CUST00222,Current,2024-05-16,BR0031,183836.7,Active
ACC001507,CUST01729,Savings,2020-12-25,BR0026,32336.7,Active
ACC001508,CUST00986,Salary,2024-09-13,BR0009,4071.1,Active
ACC001509,CUST01503,Current,2023-06-05,BR0027,12962.05,Active
ACC001510,CUST03895,Salary,2026-02-06,BR0042,25161.33,Active
ACC001511,CUST00666,Salary,2022-04-27,BR0002,170332.98,Active
ACC001512,CUST03704,Salary,2020-07-25,BR0042,5827.04,Active
ACC001513,CUST02696,Savings,2021-12-22,BR0033,71057.8,Active
ACC001514,CUST04898,Savings,2023-07-12,BR0025,118111.42,Active
ACC001515,CUST01682,Salary,2021-12-30,BR0027,10359.04,Active
ACC001516,CUST01386,Salary,2021-05-01,BR0033,15787.66,Active
ACC001517,CUST04127,Current,2025-08-28,BR0026,6351.39,Active
ACC001518,CUST02580,Salary,2024-10-22,BR0021,17254.82,Active
ACC001519,CUST02480,Salary,2023-07-04,BR0009,21080.25,Active
ACC001520,CUST00967,Salary,2022-01-26,BR0030,48609.78,Active
ACC001521,CUST04596,Current,2021-01-13,BR0049,81488.74,Active
ACC001522,CUST00637,Salary,2024-08-21,BR0026,8975.78,Active
ACC001523,CUST03628,Savings,2020-09-28,BR0027,2078.1,Active
ACC001524,CUST01531,Savings,2022-05-24,BR0049,21472.03,Active
ACC001525,CUST01335,Salary,2019-10-17,BR0044,31327.29,Active
ACC001526,CUST00122,Current,2020-09-13,BR0013,29711.85,Inactive
ACC001527,CUST04754,Salary,2020-02-04,BR0012,14883.26,Active
ACC001528,CUST04170,Salary,2022-06-05,BR0006,25583.49,Active
ACC001529,CUST04642,Salary,2024-05-07,BR0011,135745.05,Active
ACC001530,CUST04603,Savings,2023-09-16,BR0027,34824.66,Active
ACC001531,CUST01672,Savings,2022-10-14,BR0030,14072.22,Active
ACC001532,CUST00050,Salary,2020-11-08,BR0028,12085.51,Active
ACC001533,CUST02523,Salary,2022-05-01,BR0017,17964.94,Active
ACC001534,CUST04812,Current,2025-10-11,BR0011,157013.64,Active
ACC001535,CUST04845,Salary,2022-11-03,BR0044,17677.34,Inactive
ACC001536,CUST01921,Savings,2024-04-30,BR0044,21509.43,Active
ACC001537,CUST02678,Current,2019-11-13,BR0044,12347.68,Blocked
ACC001538,CUST04928,Salary,2024-12-30,BR0002,82353.81,Active
ACC001539,CUST02940,Salary,2023-05-06,BR0040,231377.23,Inactive
ACC001540,CUST03684,Savings,2025-02-23,BR0025,37825.38,Active
ACC001541,CUST00521,Salary,2022-05-28,BR0022,24326.64,Active
ACC001542,CUST03598,Savings,2023-01-05,BR0001,23020.48,Active
ACC001543,CUST04975,Salary,2021-03-01,BR0011,1259.96,Inactive
ACC001544,CUST02225,Savings,2022-06-05,BR0036,53862.03,Active
ACC001545,CUST02277,Salary,2024-11-11,BR0016,25874.15,Active
ACC001546,CUST01202,Salary,2026-02-12,BR0044,36827.88,Active
ACC001547,CUST00618,Current,2019-12-11,BR0047,9379.16,Active
ACC001548,CUST03394,Current,2025-02-14,BR0033,13886.21,Active
ACC001549,CUST00046,Current,2022-01-20,BR0041,13450.48,Active
ACC001550,CUST02221,Salary,2022-05-28,BR0015,75052.83,Active
ACC001551,CUST02816,Salary,2024-06-17,BR0034,13981.47,Active
ACC001552,CUST00425,Savings,2026-01-31,BR0025,268120.66,Active
ACC001553,CUST02070,Salary,2024-06-26,BR0047,36939.43,Active
ACC001554,CUST04187,Savings,2019-12-26,BR0022,4765.61,Active
ACC001555,CUST03677,Savings,2024-01-01,BR0008,18877.85,Active
ACC001556,CUST04908,Savings,2020-02-15,BR0027,10076.79,Active
ACC001557,CUST00349,Current,2025-10-18,BR0004,1582.47,Active
ACC001558,CUST04204,Salary,2025-10-01,BR0035,150146.25,Active
ACC001559,CUST00538,Current,2025-09-20,BR0011,51214.15,Active
ACC001560,CUST04332,Savings,2020-10-08,BR0039,41766.45,Inactive
ACC001561,CUST04508,Savings,2023-11-16,BR0042,26862.44,Active
ACC001562,CUST02425,Current,2020-03-11,BR0034,4194.71,Active
ACC001563,CUST00248,Salary,2020-03-23,BR0002,12328.38,Active
ACC001564,CUST04230,Salary,2020-11-02,BR0043,60484.17,Active
ACC001565,CUST02777,Salary,2020-12-08,BR0012,6238.76,Active
ACC001566,CUST03826,Salary,2020-07-08,BR0018,1055.61,Active
ACC001567,CUST03433,Salary,2024-02-05,BR0001,16772.11,Active
ACC001568,CUST04853,Salary,2021-01-14,BR0008,18580.93,Active
ACC001569,CUST03153,Savings,2025-09-20,BR0011,25917.56,Active
ACC001570,CUST03328,Current,2021-08-25,BR0009,52797.67,Active
ACC001571,CUST00272,Salary,2020-06-06,BR0009,47340.76,Active
ACC001572,CUST01967,Salary,2026-01-25,BR0008,30047.17,Active
ACC001573,CUST01436,Current,2022-09-18,BR0013,92469.83,Active
ACC001574,CUST02168,Current,2022-09-08,BR0018,3559.0,Active
ACC001575,CUST04874,Current,2022-07-11,BR0041,40356.11,Active
ACC001576,CUST02074,Current,2020-05-04,BR0034,46716.19,Active
ACC001577,CUST03970,Savings,2023-02-28,BR0006,4976.71,Active
ACC001578,CUST02419,Salary,2022-07-28,BR0043,3628.43,Active
ACC001579,CUST01330,Salary,2026-01-13,BR0024,8999.01,Active
ACC001580,CUST04888,Savings,2020-03-29,BR0038,9958.19,Active
ACC001581,CUST01280,Savings,2023-11-03,BR0030,54399.13,Active
ACC001582,CUST00074,Savings,2023-01-21,BR0036,10536.0,Active
ACC001583,CUST04669,Current,2024-04-14,BR0026,7882.35,Active
ACC001584,CUST00482,Savings,2020-03-06,BR0040,10572.8,Active
ACC001585,CUST03678,Savings,2024-02-11,BR0009,84318.69,Active
ACC001586,CUST02406,Savings,2023-03-11,BR0025,22373.94,Active
ACC001587,CUST02526,Savings,2025-02-09,BR0023,17763.46,Active
ACC001588,CUST03481,Current,2026-05-14,BR0033,19302.57,Active
ACC001589,CUST04365,Current,2023-01-07,BR0024,103826.07,Active
ACC001590,CUST02281,Salary,2025-07-23,BR0002,8964.2,Inactive
ACC001591,CUST03278,Salary,2020-12-19,BR0018,106788.97,Active
ACC001592,CUST04179,Salary,2024-04-23,BR0010,28356.05,Active
ACC001593,CUST04670,Current,2026-08-25,BR0032,18169.45,Active
ACC001594,CUST03027,Current,2020-05-29,BR0046,442891.72,Active
ACC001595,CUST01248,Savings,2026-07-30,BR0009,6205.76,Active
ACC001596,CUST00315,Current,2021-05-30,BR0026,14408.55,Active
ACC001597,CUST04951,Salary,2023-06-19,BR0034,5019.48,Active
ACC001598,CUST04795,Savings,2021-01-01,BR0009,69075.43,Active
ACC001599,CUST02543,Salary,2020-08-18,BR0032,167213.5,Inactive
ACC001600,CUST01427,Savings,2026-02-19,BR0048,163391.97,Active
ACC001601,CUST02102,Savings,2021-11-13,BR0039,95677.51,Active
ACC001602,CUST01512,Savings,2021-08-01,BR0027,17376.18,Active
ACC001603,CUST01056,Savings,2021-09-07,BR0025,14210.14,Active
ACC001604,CUST00596,Current,2020-02-17,BR0037,2964.89,Active
ACC001605,CUST01450,Savings,2025-02-18,BR0023,253482.04,Active
ACC001606,CUST04834,Salary,2025-06-18,BR0043,38668.23,Active
ACC001607,CUST04817,Salary,2024-05-23,BR0039,12205.62,Active
ACC001608,CUST04491,Savings,2019-11-09,BR0014,108409.2,Active
ACC001609,CUST04529,Salary,2020-02-05,BR0031,6854.65,Active
ACC001610,CUST03276,Salary,2025-02-12,BR0033,35880.4,Active
ACC001611,CUST04059,Current,2025-07-31,BR0040,17905.17,Active
ACC001612,CUST03554,Savings,2021-07-26,BR0020,47401.66,Active
ACC001613,CUST02088,Salary,2023-09-21,BR0012,20408.6,Active
ACC001614,CUST02061,Salary,2020-01-04,BR0016,3861.79,Active
ACC001615,CUST01640,Salary,2020-01-04,BR0034,24117.47,Active
ACC001616,CUST04912,Savings,2021-07-06,BR0010,77546.81,Blocked
ACC001617,CUST03297,Savings,2026-02-06,BR0002,21267.61,Active
ACC001618,CUST00545,Current,2021-08-17,BR0020,55833.99,Active
ACC001619,CUST03821,Current,2020-12-12,BR0010,6281.5,Active
ACC001620,CUST00552,Current,2020-10-26,BR0048,21343.17,Active
ACC001621,CUST01859,Savings,2023-11-28,BR0019,10410.68,Active
ACC001622,CUST04621,Savings,2022-05-14,BR0014,53980.44,Active
ACC001623,CUST00137,Savings,2022-05-25,BR0034,22874.77,Active
ACC001624,CUST04061,Current,2022-12-11,BR0010,50417.24,Active
ACC001625,CUST04453,Current,2026-01-29,BR0009,81247.27,Active
ACC001626,CUST04425,Current,2025-01-16,BR0042,50510.79,Active
ACC001627,CUST03144,Current,2025-05-08,BR0011,30569.01,Active
ACC001628,CUST01110,Current,2023-01-06,BR0001,6648.49,Active
ACC001629,CUST01240,Savings,2019-10-24,BR0034,21952.95,Active
ACC001630,CUST02760,Savings,2023-12-28,BR0002,11617.77,Active
ACC001631,CUST03969,Current,2026-02-28,BR0028,14575.88,Active
ACC001632,CUST00839,Salary,2022-02-10,BR0017,14052.55,Active
ACC001633,CUST03283,Savings,2023-11-02,BR0037,6796.0,Inactive
ACC001634,CUST04467,Savings,2019-11-07,BR0042,2103.15,Blocked
ACC001635,CUST03032,Current,2025-05-06,BR0035,9879.61,Active
ACC001636,CUST00036,Savings,2025-09-23,BR0031,27779.55,Active
ACC001637,CUST02016,Salary,2025-07-30,BR0001,4368.55,Active
ACC001638,CUST03347,Current,2023-03-07,BR0007,22444.9,Active
ACC001639,CUST03528,Salary,2024-04-29,BR0022,215415.09,Inactive
ACC001640,CUST01253,Salary,2020-03-24,BR0047,75182.06,Active
ACC001641,CUST02379,Savings,2019-12-28,BR0020,158300.41,Active
ACC001642,CUST02518,Current,2021-05-08,BR0017,35219.44,Active
ACC001643,CUST01339,Current,2024-08-31,BR0015,89412.14,Inactive
ACC001644,CUST01591,Current,2019-12-15,BR0043,9239.49,Active
ACC001645,CUST03316,Savings,2021-06-04,BR0001,10165.87,Active
ACC001646,CUST04016,Current,2021-08-08,BR0013,823.06,Active
ACC001647,CUST00601,Current,2024-08-09,BR0023,91434.17,Active
ACC001648,CUST03433,Savings,2023-10-30,BR0049,139858.82,Active
ACC001649,CUST01470,Savings,2019-09-17,BR0010,11341.09,Active
ACC001650,CUST04783,Salary,2022-08-15,BR0047,16240.41,Active
ACC001651,CUST01625,Salary,2025-08-14,BR0031,8913.89,Active
ACC001652,CUST03766,Savings,2020-05-02,BR0013,34863.1,Active
ACC001653,CUST01507,Current,2024-08-05,BR0020,84958.57,Active
ACC001654,CUST03675,Current,2022-10-12,BR0036,2720.78,Active
ACC001655,CUST02220,Current,2023-12-24,BR0028,36001.87,Active
ACC001656,CUST04379,Current,2021-01-17,BR0009,15803.61,Active
ACC001657,CUST02583,Savings,2023-01-10,BR0001,25237.17,Active
ACC001658,CUST03854,Current,2021-06-17,BR0021,38207.72,Active
ACC001659,CUST04984,Savings,2020-12-11,BR0031,17573.67,Active
ACC001660,CUST04566,Current,2024-03-18,BR0006,19451.82,Active
ACC001661,CUST01958,Salary,2019-09-17,BR0011,17040.53,Active
ACC001662,CUST04859,Current,2024-12-27,BR0006,70571.34,Active
ACC001663,CUST03142,Savings,2025-12-24,BR0017,36406.84,Active
ACC001664,CUST00602,Salary,2024-12-11,BR0023,28701.37,Active
ACC001665,CUST02821,Current,2022-01-16,BR0035,4792.74,Active
ACC001666,CUST00782,Current,2021-11-28,BR0029,13984.49,Active
ACC001667,CUST03215,Salary,2024-05-19,BR0024,64757.38,Active
ACC001668,CUST00959,Current,2022-10-31,BR0004,23045.73,Active
ACC001669,CUST03874,Savings,2023-12-30,BR0004,48602.87,Active
ACC001670,CUST04816,Savings,2022-12-14,BR0001,183471.42,Active
ACC001671,CUST02613,Current,2021-01-03,BR0008,76598.08,Active
ACC001672,CUST00151,Savings,2021-05-13,BR0039,24631.71,Active
ACC001673,CUST04473,Savings,2026-01-24,BR0012,11930.02,Active
ACC001674,CUST04421,Savings,2024-10-25,BR0044,1028.38,Active
ACC001675,CUST03135,Current,2021-10-30,BR0050,17996.6,Active
ACC001676,CUST00327,Savings,2022-06-30,BR0033,14895.06,Active
ACC001677,CUST04457,Salary,2021-04-25,BR0026,35187.26,Active
ACC001678,CUST02284,Salary,2022-06-07,BR0045,18312.03,Active
ACC001679,CUST03644,Salary,2021-11-11,BR0035,14995.99,Active
ACC001680,CUST03210,Current,2022-12-27,BR0011,2603.78,Active
ACC001681,CUST02769,Savings,2020-08-30,BR0025,7129.8,Active
ACC001682,CUST03583,Salary,2025-03-07,BR0039,39025.92,Active
ACC001683,CUST01669,Salary,2022-01-28,BR0016,172661.65,Active
ACC001684,CUST03421,Savings,2023-06-29,BR0013,19593.82,Active
ACC001685,CUST01556,Salary,2019-11-23,BR0030,32642.59,Active
ACC001686,CUST00170,Salary,2023-06-10,BR0033,69076.77,Active
ACC001687,CUST03539,Current,2024-10-12,BR0003,8324.24,Active
ACC001688,CUST04958,Salary,2025-03-10,BR0031,34206.7,Blocked
ACC001689,CUST00349,Salary,2025-05-13,BR0011,9058.07,Active
ACC001690,CUST00963,Salary,2024-01-02,BR0045,62180.04,Active
ACC001691,CUST04431,Salary,2026-03-14,BR0045,26414.9,Active
ACC001692,CUST02312,Savings,2023-02-06,BR0006,31512.58,Active
ACC001693,CUST01190,Current,2021-05-22,BR0025,8611.74,Active
ACC001694,CUST02747,Salary,2021-03-22,BR0018,51453.76,Active
ACC001695,CUST04595,Savings,2020-08-10,BR0022,268781.89,Active
ACC001696,CUST03272,Savings,2020-01-02,BR0012,6571.56,Active
ACC001697,CUST00913,Salary,2022-12-11,BR0042,14651.37,Active
ACC001698,CUST02419,Current,2026-06-29,BR0044,29083.58,Active
ACC001699,CUST01302,Savings,2020-07-22,BR0002,56595.65,Active
ACC001700,CUST04921,Current,2025-12-19,BR0044,11254.74,Active
ACC001701,CUST03911,Current,2021-05-25,BR0024,735.36,Active
ACC001702,CUST02428,Current,2021-05-08,BR0047,112535.88,Active
ACC001703,CUST00465,Salary,2026-02-10,BR0044,54863.71,Active
ACC001704,CUST01128,Salary,2024-07-01,BR0013,2720.21,Active
ACC001705,CUST00521,Current,2025-11-27,BR0025,10624.49,Active
ACC001706,CUST04689,Current,2026-01-02,BR0047,144613.35,Active
ACC001707,CUST02231,Current,2022-03-10,BR0032,125160.94,Active
ACC001708,CUST03344,Savings,2025-07-07,BR0027,67939.17,Active
ACC001709,CUST02677,Salary,2025-05-20,BR0049,17830.49,Active
ACC001710,CUST00023,Current,2021-06-21,BR0015,24332.91,Inactive
ACC001711,CUST01130,Salary,2024-09-11,BR0025,18824.02,Active
ACC001712,CUST04380,Current,2026-08-10,BR0002,85296.42,Active
ACC001713,CUST03983,Salary,2022-03-25,BR0029,7700.1,Active
ACC001714,CUST03181,Salary,2022-09-20,BR0026,8375.29,Active
ACC001715,CUST00425,Current,2023-08-05,BR0016,74037.69,Active
ACC001716,CUST03243,Savings,2020-02-10,BR0028,20884.58,Active
ACC001717,CUST03039,Savings,2025-02-27,BR0009,115169.57,Active
ACC001718,CUST00719,Salary,2024-12-22,BR0041,9839.75,Active
ACC001719,CUST00066,Salary,2021-08-08,BR0035,20625.14,Active
ACC001720,CUST00090,Savings,2024-06-21,BR0038,7281.59,Active
ACC001721,CUST00969,Savings,2021-10-17,BR0004,22221.94,Active
ACC001722,CUST01944,Salary,2021-06-29,BR0002,3735.9,Active
ACC001723,CUST01109,Savings,2023-12-30,BR0039,12269.11,Active
ACC001724,CUST01295,Salary,2019-11-07,BR0013,3930.4,Active
ACC001725,CUST03769,Current,2022-04-14,BR0037,50650.68,Active
ACC001726,CUST04895,Current,2019-10-03,BR0015,52047.25,Active
ACC001727,CUST04707,Salary,2021-06-28,BR0012,2761.93,Inactive
ACC001728,CUST00342,Savings,2021-03-10,BR0040,109170.14,Active
ACC001729,CUST03526,Savings,2022-06-28,BR0009,441043.22,Active
ACC001730,CUST03797,Current,2021-05-28,BR0032,23276.69,Active
ACC001731,CUST02636,Current,2023-11-25,BR0018,10205.3,Blocked
ACC001732,CUST04838,Savings,2025-10-09,BR0003,652911.39,Active
ACC001733,CUST04562,Salary,2022-12-15,BR0019,4524.39,Active
ACC001734,CUST02699,Savings,2025-10-09,BR0033,22564.38,Active
ACC001735,CUST04567,Savings,2022-06-08,BR0041,27324.71,Active
ACC001736,CUST04490,Salary,2023-07-18,BR0025,110655.51,Active
ACC001737,CUST02871,Salary,2022-12-22,BR0014,33917.51,Active
ACC001738,CUST02319,Current,2024-10-07,BR0026,12108.21,Blocked
ACC001739,CUST01286,Savings,2026-01-23,BR0039,7034.48,Active
ACC001740,CUST03040,Savings,2021-01-20,BR0008,14615.15,Active
ACC001741,CUST04056,Savings,2023-10-31,BR0021,6579.32,Active
ACC001742,CUST03113,Savings,2023-09-25,BR0016,23327.55,Inactive
ACC001743,CUST03346,Savings,2024-06-02,BR0027,11192.11,Active
ACC001744,CUST02537,Salary,2024-09-22,BR0028,3667.09,Active
ACC001745,CUST00086,Current,2022-01-28,BR0029,99327.22,Active
ACC001746,CUST01264,Current,2026-05-30,BR0026,12122.19,Active
ACC001747,CUST01612,Current,2025-04-28,BR0005,4808.96,Active
ACC001748,CUST02992,Savings,2021-10-06,BR0005,17999.32,Active
ACC001749,CUST01631,Salary,2020-04-23,BR0001,23909.85,Active
ACC001750,CUST01888,Salary,2024-11-21,BR0047,2708.74,Active
ACC001751,CUST00739,Current,2020-07-24,BR0032,32793.22,Active
ACC001752,CUST02589,Current,2019-08-26,BR0004,6269.24,Active
ACC001753,CUST03605,Salary,2019-11-30,BR0004,171653.74,Active
ACC001754,CUST01469,Current,2024-12-01,BR0020,41305.57,Active
ACC001755,CUST02010,Salary,2020-01-28,BR0021,13631.25,Active
ACC001756,CUST04647,Current,2019-09-29,BR0004,9007.37,Active
ACC001757,CUST02165,Salary,2021-12-25,BR0048,19419.61,Active
ACC001758,CUST00796,Salary,2019-08-26,BR0021,45951.83,Active
ACC001759,CUST03831,Salary,2022-03-25,BR0004,21362.81,Active
ACC001760,CUST03771,Savings,2023-06-08,BR0037,16973.51,Active
ACC001761,CUST00655,Salary,2022-11-23,BR0034,23624.61,Active
ACC001762,CUST04355,Current,2025-11-06,BR0028,10671.9,Inactive
ACC001763,CUST02461,Salary,2024-06-25,BR0026,14590.89,Active
ACC001764,CUST03520,Current,2021-01-02,BR0025,1802.71,Active
ACC001765,CUST04537,Savings,2020-06-23,BR0013,70860.72,Active
ACC001766,CUST04975,Current,2020-02-08,BR0017,31525.67,Active
ACC001767,CUST04584,Current,2022-10-12,BR0026,8706.74,Active
ACC001768,CUST00057,Current,2021-06-24,BR0044,215019.07,Active
ACC001769,CUST01522,Savings,2025-02-21,BR0048,24450.84,Active
ACC001770,CUST03884,Salary,2021-04-09,BR0006,6352.65,Active
ACC001771,CUST02002,Savings,2023-04-01,BR0042,61579.54,Active
ACC001772,CUST01521,Savings,2025-12-16,BR0002,35513.13,Active
ACC001773,CUST03543,Current,2022-10-27,BR0016,35365.64,Active
ACC001774,CUST01177,Salary,2020-04-18,BR0046,13214.81,Active
ACC001775,CUST03925,Savings,2022-01-11,BR0044,37820.06,Active
ACC001776,CUST04633,Current,2023-03-15,BR0019,16088.98,Active
ACC001777,CUST01525,Salary,2025-03-17,BR0009,42921.57,Active
ACC001778,CUST01343,Current,2019-11-03,BR0030,2239.63,Active
ACC001779,CUST04864,Salary,2022-03-07,BR0012,13086.7,Active
ACC001780,CUST03599,Current,2026-03-15,BR0016,173960.95,Active
ACC001781,CUST01307,Savings,2019-12-12,BR0047,8773.75,Active
ACC001782,CUST02771,Salary,2020-09-02,BR0010,10672.16,Active
ACC001783,CUST01953,Salary,2022-03-21,BR0012,12867.32,Active
ACC001784,CUST00770,Current,2020-11-08,BR0045,5126.78,Blocked
ACC001785,CUST00535,Current,2021-11-19,BR0040,1556.29,Active
ACC001786,CUST01436,Salary,2023-07-15,BR0018,16702.21,Active
ACC001787,CUST01741,Current,2026-06-17,BR0032,25926.77,Active
ACC001788,CUST04954,Salary,2021-05-22,BR0034,20681.48,Active
ACC001789,CUST04982,Savings,2020-09-02,BR0044,18511.47,Active
ACC001790,CUST02631,Savings,2025-01-24,BR0022,23194.0,Active
ACC001791,CUST02803,Savings,2025-12-24,BR0025,75162.65,Active
ACC001792,CUST03626,Current,2025-06-13,BR0028,17526.42,Active
ACC001793,CUST04992,Salary,2026-05-24,BR0005,11060.12,Active
ACC001794,CUST01812,Savings,2019-11-28,BR0002,15719.38,Active
ACC001795,CUST03223,Current,2023-09-14,BR0016,44144.17,Active
ACC001796,CUST01268,Savings,2021-02-18,BR0050,119902.27,Active
ACC001797,CUST01234,Savings,2019-10-09,BR0032,10365.39,Active
ACC001798,CUST03825,Savings,2020-08-09,BR0014,24803.02,Active
ACC001799,CUST03393,Salary,2020-05-19,BR0033,33058.33,Active
ACC001800,CUST00277,Current,2025-10-24,BR0026,6693.6,Active
ACC001801,CUST03917,Savings,2021-08-24,BR0029,22572.79,Active
ACC001802,CUST04576,Current,2023-07-10,BR0004,3794.06,Active
ACC001803,CUST00284,Current,2024-07-31,BR0040,2636.32,Active
ACC001804,CUST04125,Current,2025-07-24,BR0009,34203.93,Active
ACC001805,CUST00695,Salary,2024-05-22,BR0003,13895.92,Active
ACC001806,CUST02438,Salary,2021-12-21,BR0004,28077.86,Active
ACC001807,CUST04064,Current,2021-12-12,BR0002,21558.51,Active
ACC001808,CUST03559,Current,2019-11-04,BR0049,6824.81,Active
ACC001809,CUST01369,Current,2025-08-17,BR0030,20862.21,Active
ACC001810,CUST03042,Salary,2024-06-09,BR0001,5015.45,Active
